IDS_Normal,Normal
IDS_Hard,Hard
IDS_EasyCaption,Jumping: Automatic
IDS_NormalCaption,Jumping: Manual
IDS_HardCaption,Jumping: Manual
IDS_ConfirmRider,Confirm Rider
IDS_ConfirmRiderCaption,Do you want to create this rider?
IDS_Next,Next
IDS_Rider,Rider
IDS_Total,Total
IDS_LookDesc,Be comfortable in the way you look.  Feel free to be whomever you want to be.
IDS_EnterName,Enter your name
IDS_AreYouHappy,Are you happy?
IDS_ReadyForJourney,Are you ready to begin your journey?
EffectsVolume,Sound Volume
MusicVolume,Music Volume
IDS_CardOfTheDay,Card of the Day
Options,Options
Audio,Sounds
IDS_SelectProfile,Profiles
Menu_WebCodes,Web Site Codes
IDS_CreditsTitle,Credits
IDS_OK,OK
IDS_Cancel,Cancel
Language,Language
English,English
German,German
French,French
Spanish,Spanish
Italian,Italian
Loading,Loading
Yes,Yes
No,No
On,On
Off,Off
OK,OK
Cancel,Cancel
Paused,Paused
Back,Back
Quit,Quit
AreYouSure,Are you sure?
IDS_ReallyQuit,Quit
IDS_SureToQuit,Are you sure?
Display,Graphics
Control,Control
Easy,Easy
Normal,Normal
Hard,Hard
Default,Default
Play,Play
Pause,Pause
Menu,Menu
Replay,Replay
Location,Location
Next,Next
Any,Any
Ready,Ready
ResumeReplay,Resume Replay
RestartReplay,Restart Replay
QuitReplay,Quit Replay
Exit,Exit
Retry,Retry
SkipReplay,Skip Replay
Restart,Restart
Resume,Resume
Abandon,Return to Farm
AbortReplay,Skip Replay
MP_NextPlayer,Next Player
MP_EndEvent,End Event
CurrentProgressWillBeLost,Current progress will be lost!
AspectRatio,Aspect Ratio
Vibration,Vibration
Vibration_Intensity,Vibration Intensity
Difficulty,Difficulty
SoundMode,Sound Mode
SoundMode_Mono,Mono
SoundMode_Stereo,Stereo
SoundMode_Surround,Surround
CheatsActivated,Cheats Activated
Cheats,Cheats
4By3,04:03
3By2,03:02
16By9,16:09
5By3,05:03
Music,Music
Effects,Effects
Speech,Speech
Result,Result
CrossCountry,Cross Country
Time,Time
TimeScore,Time Score
Penalty,Penalties
Presentation,Presentation
TotalScore,Total Score
ContinueOption,Continue
RestartOption,Restart
ReplyOption,Watch Replay
SelectOption,Select
GamePauseScreen,Game Options
VibrationOn,Vibration On
VibrationOff,Vibration Off
FlyBySkipPrompt,Press %s to skip course flyby
TutorialNextScreenPrompt,Press %s to continue
IDS_TriangleButtonHudText,Gallop
IDS_CircleButtonHudText,Jump
IDS_CrossButtonHudText,Speed Up
IDS_SquareButtonHudText,Slow Down
IDS_R1ButtonHudText,Jump Look
HudControlOption,Action Panel
CrossCountryTraining,Cross Country Training:
Training_Complete,Complete
Training_Incomplete,Incomplete
ConfirmOption,Confirm
CancelOption,Cancel
RestartConfirm,Confirm Restart?
AbandonConfirm,Confirm Return?
SkipReplayConfirm,Confirm Skip Replay?
Generic_AutoSaveFailed,Failed to save game! Retry save?
Generic_AutoLoadFailed,Failed to load game! The save game may be corrupt. Retry load?
LoadingRideWithFriends,Loading Ride With Friends
LoadingCrossCountryTraining,Loading Cross Country Training
IDS_PressStartButton,Press START button
IDS_PressSpaceBar,Press space bar
IDS_MainMenu,Main Menu
IDS_NewGame,New Game
IDS_NewGameCaption,Create a new rider and start a new game
IDS_ContinueGame,Continue Game
IDS_ContinueGameCaption,Load an existing rider and game
IDS_Options,Options
IDS_OptionsCaption,Adjust your sound and graphics options
IDS_Move,Move
IDS_Confirm,Confirm
IDS_Back,Back
IDS_Cancel,Cancel
IDS_Quit,Quit
IDS_AreYouSure,Are you sure?
IDS_SoundOptions,Sound Options
IDS_MusicVolume,Music Volume
IDS_EffectsVolume,Effects Volume
IDS_SpeechVolume,Speech Volume
IDS_GraphicsOptions,Graphics Options
IDS_AspectRatio,Aspect Ratio
IDS_Empty,Empty
IDS_Profile1,Profile 1
IDS_Profile2,Profile 2
IDS_Profile3,Profile 3
IDS_Profile4,Profile 4
IDS_ConfirmOverwrite,Confirm Overwrite
IDS_ConfirmOverwriteCaption,Overwrite the existing profile?
IDS_ConfirmNewProf,Confirm Overwrite
IDS_OverwriteProf,Overwrite the existing profile?
IDS_Yes,Yes
IDS_No,No
IDS_CreateRider,Create Rider
IDS_ControlSetup,Controller Setup
IDS_Menus,Menus
IDS_Riding,Riding
IDS_Left,Left
IDS_Right,Right
IDS_LeftRightAnalog,Left/Right Analog
IDS_SpeedUpSlowDownAnalog,Speed Up/Slow Down Analog
IDS_Up,Up
IDS_Down,Down
IDS_Accept,Accept
IDS_SkipFlyby,Skip Flyby
PressButton,Press Button
ControlConfigJoyX,X-axis
ControlConfigJoyY,Y-axis
ControlConfigJoyZ,Z-axis
ControlConfigJoyXRot,X-rotation
ControlConfigJoyYRot,Y-rotation
ControlConfigJoyZRot,Z-rotation
ControlConfigJoySlider,Slider
ControlConfigJoyBut1,Button 1
ControlConfigJoyBut2,Button 2
ControlConfigJoyBut3,Button 3
ControlConfigJoyBut4,Button 4
ControlConfigJoyBut5,Button 5
ControlConfigJoyBut6,Button 6
ControlConfigJoyBut7,Button 7
ControlConfigJoyBut8,Button 8
ControlConfigJoyBut9,Button 9
ControlConfigJoyBut10,Button 10
ControlConfigJoyBut11,Button 11
ControlConfigJoyBut12,Button 12
ControlConfigJoyBut13,Button 13
ControlConfigJoyBut14,Button 14
ControlConfigJoyBut15,Button 15
ControlConfigJoyBut16,Button 16
ControlConfigJoyHatUp,Hat up
ControlConfigJoyHatDown,Hat down
ControlConfigJoyHatLeft,Hat left
ControlConfigJoyHatRight,Hat right
IDS_FarmHub,The Farmhouse
IDS_Stables,The Stables
IDS_House,The House
IDS_Office,House
IDS_Shop,The Shop
IDS_Orchard,Magical Orchard
IDS_Beach,Whitewater Beach
IDS_Forest,Ancient Forest
location_name_exit,Exit
IDS_NoticeBoard,The Noticeboard
IDS_Paddock,Paddock
IDS_PaddockCaption,Feed and care for your horse
wac_present_title,New Web Site Code
card_set_nag_title,Card Set Updated
IDS_FrontGate,Front Gate
IDS_FrontGateCaption,Participate in a competitive event
IDS_CrossCountry,Cross Country
IDS_OptionsCaption2,"Adjust your sound, graphics and game options"
IDS_BestScores,Best Scores
IDS_BestScoresCaption,View your best scores
IDS_GameOptions,Game Options
IDS_Vibration,Vibration
MentorWelcome,Mentor Welcome
UsingThePaddock,Using the Paddock
MentorTour,Mentor Tour
MentorFeedback,Mentor Feedback
MentorProgress,Mentor Progress
IDS_TackRoomCaption,Change your clothing or your horse's tack
IDS_ConfirmExit,Confirm Exit
IDS_ConfirmExitCaption,Exit the Farm Hub to the Main Menu?
IDS_ConfirmExitMessage,Are you sure you wish to leave the farm and return to the main menu?
farmhouse_info_open,"Here you can change your clothes, look through your Card Collection and view all your Trophies."
stables_info_open,"Visit your horses in the Stables to care for them, equip them and choose one to ride."
shop_info_open,Spend your Pocket Money here!
orchard_info_open,The Magical Orchard trail winds between rows of beautiful fruit trees. \Why don't you take a look?
beach_info_open,Sample the sea breeze amongst the sand dunes of the Whitewater Beach trail.
forest_info_open,Explore the mystical mists of the Ancient Forest trail!
noticeboard_info_open,Check the Noticeboard for interesting opportunities. \Adventure waits!
wac_award_08,You have collected all of the Common Cards!
wac_award_09,You have collected all of the Rare Cards!
wac_award_10,You have collected all of the Shiny Cards!
wac_award_11,You have collected all of the Energy Cards!
wac_present_congrats,Very well done! \Here's a new Web Site Code!
Cards_Complete,You have found every card in the game! \Your Card Collection is now complete!
challenge_nag,New notes have been added to the Noticeboard! \Why don't you take a look?
new_card,NEW CARD
duplicate_card,DUPLICATE CARD
card_set_card,CARD SET CARD!
card_set_complete_big,CARD SET COMPLETE!
new_challenge,NEW CHALLENGE
IDS_PreCardsUnlocked,Well done! You have found
IDS_PostCardsUnlocked,.  They have been added to your card collection.
IDS_Congratulations,Congratulations
IDS_Clothes,Wardrobe
IDS_Awards,Trophy Cabinet
IDS_Cards,Card Collection
card_set,Card Set
IDS_CardSets,Card Sets
icon_help_wardrobe,Select this option to change your clothes.
icon_help_cabinet,Select this option to inspect your Trophy Cabinet.
icon_help_cards,Select this option to look through your Card Collection.
icon_help_card_set,Select this option to check the current Card Set.
icon_help_hat,Try on a hat?
icon_help_jacket,Try on a top?
icon_help_trousers,Try on some trousers?
icon_help_boots,Try on some boots or shoes?
card_common,Common Cards
card_energy,Energy Cards
card_rare,Rare Cards
card_shiny,Shiny Cards
not_got_card,You still need to find this card.
card_collection,"You have a total of @N1 unique cards, out of a possible @N2."
card_is_shiny,Shiny
card_set_complete,Card Set Complete!
got_new_horse,@HO has joined your Stable.
central_card_male,Collect the cards for all of @HO's friends and he'll be added to your Stable!
central_card_female,Collect the cards for all of @HO's friends and she'll be added to your Stables!
IDS_CardSet1,Fiona
IDS_CardSet2,Jewel
IDS_CardSet3,Thunder
IDS_CardSet4,Bella
trophy_1_gold,The Magical Orchard Trail Ace
trophy_1_silver,The Magical Orchard Trail Master
trophy_1_bronze,The Magical Orchard Trail Champion
trophy_2_gold,Whitewater Beach Trail Ace
trophy_2_silver,Whitewater Beach Trail Master
trophy_2_bronze,Whitewater Beach Trail Champion
trophy_3_gold,The Ancient Forest Trail Ace
trophy_3_silver,The Ancient Forest Trail Master
trophy_3_bronze,The Ancient Forest Trail Champion
IDS_DressHorse,Select this option to dress this horse.
door_back,Select this option to choose this horse to ride.
unhappy_horse_male,"@N isn't happy! \If you want to ride him, do some chores to cheer him up!"
unhappy_horse_female,"@N isn't happy! \If you want to ride her, do some chores to cheer her up!"
icon_help_saddle,Change your saddle?
icon_help_mane,Put a ribbon in the horse's mane?
icon_help_socks,Try out some horse boots?
icon_help_noseband,How about a noseband?
icon_help_tailband,Put a ribbon in the horse's tail?
stall_groom,Select this option to groom the horse.
stall_feed,Select this option to feed the horse.
stall_apples,Select this option to give the horse some treats.
IDS_Unlocked,Unlocked
IDS_UnlockedCaption,Congratulations! You have unlocked:
IDS_Hand,Hand
IDS_HayBale,Hay Bale
IDS_WaterTrough,Water Trough
IDS_Brush,Brush
IDS_Carrots,Carrots
IDS_Wash,Wash
IDS_Apple,Apple
IDS_SugarCubes,Sugar Cubes
IDS_StallOne,Stall 1
IDS_StallTwo,Stall 2
IDS_StallThree,Stall 3
IDS_StallFour,Stall 4
IDS_StallFive,Stall 5
IDS_StallSix,Stall 6
IDS_HandCaption,Pat your horse
IDS_HayBaleCaption,Feed hay to your horse
IDS_WaterTroughCaption,Water your horse
IDS_BrushCaption,Brush your horse's coat
IDS_AppleCaption,An apple a day keeps the vet away.
IDS_CarrotsCaption,Carrots are a healthy snack.
IDS_MintsCaption,Mints are a tasty treat.
IDS_SugarCubesCaption,Sugar lumps - don't eat them all yourself!
IDS_WashCaption,Wash your horse
IDS_Food,Food
IDS_Water,Water
IDS_Happiness,Happiness
IDS_Instructions,Instructions
IDS_SelectHorse,Select Horse
IDS_HorseStats,Horse Stats
Locked,Locked
IDS_ConfirmHorse,Confirm Horse
CaringForYourHorse,Caring For Your Horse
no_apples,No apples left! You can get some more from the Shop.
no_carrots,You're out of carrots. Try the Shop?
no_mints,No more mints left. Buy some from the Shop?
no_sugar_lumps,There are no more sugar lumps. Time for a trip to the Shop?
HandInstructionsWin32,Use the hand to stroke the horse's head.
AppleInstructionsWin32,"Drag the apple to the horse's mouth, then release it."
CarrotsInstructionsWin32,"Drag the carrot to the horse's mouth, then release it."
instructions_mints,"Drag the mint to the horse's mouth, then release it."
SugarCubesInstructionsWin32,"Drag the sugar lump to the horse's mouth, then release it."
BrushInstructionsWin32,Move the brush over the horse and press space bar or mouse button to brush.
WashInstructionsWin32,Move the sponge over the horse and press space bar or mouse button to wash.
ChallengeScreen_ChallengeLocation,Location
ChallengeScreen_ChallengeDoing,Task
ChallengeScreen_ChallengeTimeAmt,Time
ChallengeScreen_ChallengeReward,Reward
ChallengeScreen_CardReward,Cards
IDS_Activity,Activity
IDS_Goal,Goal
IDS_Location,Location
IDS_Reward,Reward
chid_trade_me,~Card to Trade!~
chid_trade_me_button,Make Trade
challenge_reward_money,Very well done! \You completed the challenge. \Have some pocket money as a reward!
challenge_commiz,"Oh dear! \Never mind though, you can always try the challenge again."
challenge_success,Challenge Completed!
challenge_fail,Challenge Failed
chid_trade_me_offer_NN,Trade me one of your @N1 cards in exchange for a @N2?
chid_trade_me_offer_NS,Trade me one of your @N1 cards in exchange for a Shiny @N2?
chid_trade_me_offer_SN,Trade me one of your Shiny @N1 cards in exchange for a @N2?
chid_trade_me_offer_SS,Trade me one of your Shiny @N1 cards in exchange for a Shiny @N2?
tack,Tack
tools,Tools & Treats
cards,Cards
clothes,Clothes
grooming_header,Grooming Equipment
treats_header,Treats
cost,Cost:
IDS_BuyClothes,Buy Clothes
IDS_BuyHorsewear,Buy Horsewear
IDS_BuyCards,Buy Cards
IDS_BuyTreats,Buy Treats
buy_hat,Buy a hat?
buy_jacket,Buy a jacket?
buy_trousers,Buy some trousers?
buy_footwear,Buy some footwear?
no_hat,"No hats in stock, I'm afraid."
no_jacket,Sorry: we're all out of jackets right now.
no_trousers,No trousers available. Try again later!
no_footwear,No footware in stock at the moment.
buy_saddle,Buy a saddle?
buy_noseband,Buy a noseband?
buy_socks,Buy horse boots?
buy_mane,Buy mane ribbons?
buy_tailband,Buy tail ribbons?
no_saddle,We're out of saddles at the moment.
no_noseband,"No nosebands available, I'm afraid."
no_socks,No horse boots available. Try again later!
no_mane,No mane ribbons in stock at the moment.
no_tailband,Sorry: we're all out of tail ribbons.
clothes_instr,Do you need any new clothes?
tack_instr,We sell tack for horses.
tools_instr,Take care of your horse's needs.
cards_instr,Maybe there are some new Bella Sara cards for sale?
shop_grooming,Select this option to buy grooming equipment.
shop_treats,Select this option to buy your horses some treats.
IDS_AppleShopDesc,An apple a day keeps the vet away.
IDS_CarrotsShopDesc,Carrots are a healthy snack.
IDS_MintShopDesc,Mints are a tasty treat.
IDS_SugarCubesShopDesc,Sugar lumps - don't eat them all yourself!
IDS_Mint,Mints
IDS_MintCaption,Mints are a tasty treat.
IDS_BrushShopName,Brush
IDS_CarrotsShopName,Carrots
IDS_WashShopName,Sponge and Bucket
IDS_AppleShopName,Apples
IDS_SugarCubesShopName,Sugar Cubes
IDS_MintShopName,Mints
IDS_HandShopDesc,Your hand
IDS_HayBaleShopDesc,A fresh pile of hay for your horse
IDS_WaterTroughShopDesc,A trough of pure sweet water
IDS_BrushShopDesc,A brush to shine the coat of your horse
IDS_WashShopDesc,A bucket and sponge to clean your horse
IDS_Saddles,Saddles
IDS_Good,Good
IDS_Excellent,Excellent
IDS_Special,Special
IDS_Tack,Tack
IDS_SpecialOne,Special 1
IDS_SpecialTwo,Special 2
IDS_Outfit,Outfit
IDS_JodhpurColour,Jodhpur Colour
IDS_HelmetColour,Helmet Colour
IDS_TopColour,Top Colour
IDS_VestColour,Vest Colour
IDS_RiderCoatColour,Coat Colour
IDS_Horsewear,Horsewear
IDS_Treats,Treats
IDS_Headwear,Headwear
IDS_Top,Top
IDS_Pants,Pants
IDS_Horseware,Horsewear
IDS_Shoes,Shoes
IDS_HWSaddle,Saddle
IDS_HWHarness,Harness
IDS_HWSocks,Horse Boots
IDS_HWMane,Mane
IDS_HWTail,Tail
IDS_NotEnoughMoney,You do not have enough horseshoes for this item.  Come back and see me when you get some more.
IDS_ConfirmBuy,Are you sure?
IDS_AlreadyGot,You have already purchased this item.  You don't need to buy it twice!
IDS_NoCardsLeft,Sorry!  I don't have any cards availiable to purchase today.  Come back again later.
shop_treat_number,You already have @NUM of these treats.
shop_treat_number_single,You already have 1 of these treats.
shop_treat_number_none,You don't have any of these treats.
buy_card_plural,I am assured that these are all very special Bella Sara cards. \Take your pick!
buy_card_singular,I'm sure that this must be a very special Bella Sara card. \Would you like to buy it?
no_cards_to_buy,We're all out of Bella Sara cards at the moment. \Come back later!
sponge_a,This is an ordinary sponge.
sponge_b,A Deluxe Wonder Sponge! \Clean your horses' coats with extra efficiency!
sponge_c,This is the Super Deluxe Wonder Sponge! \The ultimate for speedy sponging results!
comb_a,This is an ordinary comb.
comb_b,The No-More-Tugs Wonder Comb. \Makes mane and tail grooming much less of a chore!
comb_c,"The Super No-More-Tugs Wonder Comb, no less! \Whizz through your mane and tail cleaning chores!"
comb_d,The Magi-Wonder Comb is truly magical.\Cleaning those manes and tails won't feel like a chore any more!
buy_comb,Buy a comb?
buy_sponge,Buy a sponge?
not_yet_comb,We're still waiting for the new combs to come in. Sorry!
not_yet_sponge,"If you come back later, we may have some new sponges in stock!"
no_comb,You already have the best comb possible!
no_sponge,We can't do better than your current sponge!
challenge_quit,Exit Challenge \Are you sure?
trail_quit,Exit Trail \Are you sure?
arena_quit,Exit Arena \Are you sure?
farmyard_quit,Exit Farmyard \Are you sure?
ready_set_go,GO!
well_done,WELL DONE!
new_high,NEW RECORD TIME!
arena_trophy_won,FANTASTIC!
arena_course_complete,COURSE COMPLETE!
you_won_bronze,YOU WON BRONZE!
you_won_silver,YOU WON SILVER!
you_won_gold,YOU WON GOLD!
trail_champion,YOU ARE THE CHAMPION!
challenge_complete_big,CHALLENGE COMPLETE!
time_up,TIME UP!
tired_horse,YOUR HORSE IS TIRED!
Clothes_Hat_Casual_name,A Normal Hat
Clothes_Hat_Dressage_name,A Dressage Helmet
Clothes_Hat_Cowgirl_name,A Cowgirl Hat
Clothes_Hat_Fairy_name,A Fairy Tiara
Clothes_Hat_Princess_name,A Regal Tiara
Clothes_Top_Casual_name,A Casual Shirt
Clothes_Top_Dressage_name,A Dressage Coat
Clothes_Top_Cowgirl_name,A Cowgirl Jacket
Clothes_Top_Fairy_name,A Fairy Top
Clothes_Top_Princess_name,A Regal Top
Clothes_Bottom_Casual_name,A Pair of Casual Pants
Clothes_Bottom_Dressage_name,A Pair of Dressage Pants
Clothes_Bottom_Cowgirl_name,A Pair of Cowgirl Pants
Clothes_Bottom_Fairy_name,A Fairy Skirt
Clothes_Bottom_Princess_name,A Pair of Regal Pants
Clothes_Boots_Casual_name,A Pair of Normal Boots
Clothes_Boots_Dressage_name,A Pair of Dressage Boots
Clothes_Boots_Cowgirl_name,A pair of Cowgirl boots.
Clothes_Boots_Fairy_name,A Pair of Fairy Boots
Clothes_Boots_Princess_name,A Pair of Regal Shoes
Clothes_Hat_Casual_desc,Not used - Do not translate
Clothes_Hat_Dressage_desc,Not used - Do not translate
Clothes_Hat_Cowgirl_desc,Not used - Do not translate
Clothes_Hat_Fairy_desc,Not used - Do not translate
Clothes_Hat_Princess_desc,Not used - Do not translate
Clothes_Top_Casual_desc,Not used - Do not translate
Clothes_Top_Dressage_desc,Not used - Do not translate
Clothes_Top_Cowgirl_desc,Not used - Do not translate
Clothes_Top_Fairy_desc,Not used - Do not translate
Clothes_Top_Princess_desc,Not used - Do not translate
Clothes_Bottom_Casual_desc,Not used - Do not translate
Clothes_Bottom_Dressage_desc,Not used - Do not translate
Clothes_Bottom_Cowgirl_desc,Not used - Do not translate
Clothes_Bottom_Fairy_desc,Not used - Do not translate
Clothes_Bottom_Princess_desc,Not used - Do not translate
Clothes_Boots_Casual_desc,Not used - Do not translate
Clothes_Boots_Dressage_desc,Not used - Do not translate
Clothes_Boots_Cowgirl_desc,Not used - Do not translate
Clothes_Boots_Fairy_desc,Not used - Do not translate
Clothes_Boots_Princess_desc,Not used - Do not translate
Horsewear_Harness_Princess_name,A Regal Harness
Horsewear_Harness_Casual_name,A Plain Harness
Horsewear_Harness_Dressage_name,A Dressage Harness
Horsewear_Harness_Cowgirl_name,A Western Harness
Horsewear_Harness_Fairy_name,A Fairy Harness
Horsewear_Socks_Casual_name,Plain Horse Boots
Horsewear_Socks_Dressage_name,Dressage Horse Boots
Horsewear_Socks_Cowgirl_name,Western Horse Boots
Horsewear_Socks_Fairy_name,Fairy Horse Boots
Horsewear_Socks_Princess_name,Regal Horse Boots
Horsewear_Saddle_Casual_name,A Comfy Saddle
Horsewear_Saddle_Dressage_name,A Dressage Saddle
Horsewear_Saddle_Cowgirl_name,A Western Saddle
Horsewear_Saddle_Fairy_name,A Fairy Blanket
Horsewear_Saddle_Princess_name,A Regal saddle
Horsewear_Saddle_Casual_desc,Not used - Do not translate
Horsewear_Saddle_Dressage_desc,Not used - Do not translate
Horsewear_Saddle_Cowgirl_desc,Not used - Do not translate
Horsewear_Saddle_Fairy_desc,Not used - Do not translate
Horsewear_Saddle_Princess_desc,Not used - Do not translate
Horsewear_Socks_Casual_desc,Not used - Do not translate
Horsewear_Socks_Dressage_desc,Not used - Do not translate
Horsewear_Socks_Cowgirl_desc,Not used - Do not translate
Horsewear_Socks_Fairy_desc,Not used - Do not translate
Horsewear_Socks_Princess_desc,Not used - Do not translate
Horsewear_Harness_Casual_desc,Not used - Do not translate
Horsewear_Harness_Dressage_desc,Not used - Do not translate
Horsewear_Harness_Cowgirl_desc,Not used - Do not translate
Horsewear_Harness_Fairy_desc,Not used - Do not translate
Horsewear_Harness_Princess_desc,Not used - Do not translate
socks_cant,You don't have any horse boots. \Take a look in the shop!
socks_unequip,Let's not bother with horse boots.
noseband_cant,You don't own any nosebands. \But they may have some in the shop!
noseband_unequip,Let's not bother with a noseband.
Excelsior_Name,Excelsior
Excelsior_Description,Strong and Proud
Excelsior_Message,Be yourself
Fiona_Name,Fiona
Fiona_Description,Small but sweet
Fiona_Message,Let happiness flow over you
Jewel_Name,Jewel
Jewel_Description,Rare and friendly
Jewel_Message,Be strong for everyone around you
Thunder_Name,Thunder
Thunder_Description,Loud
Thunder_Message,Feel free to say what you mean
Bella_Name,Bella
Bella_Description,Loving
Bella_Message,Give love to everyone
Card_ALCH01_name,Achilles
Card_ALCH02_name,Aphaia
Card_ALCH03_name,Aphrodite
Card_ALCH04_name,Aurora
Card_ALCH05_name,Bukefalos
Card_ALCH06_name,Ceres
Card_ALCH07_name,Clio
Card_ALCH08_name,Cupid
Card_ALCH09_name,Cybele
Card_ALCH10_name,Demeter
Card_ALCH11_name,Diana
Card_ALCH12_name,Echo
Card_ALCH13_name,Eirene
Card_ALCH14_name,Epona
Card_ALCH15_name,Flora
Card_ALCH16_name,Gaia
Card_ALCH17_name,Graia
Card_ALCH18_name,Hera
Card_ALCH19_name,Hestia
Card_ALCH20_name,Juno
Card_ALCH21_name,Jupiter
Card_ALCH22_name,Opis
Card_ALCH23_name,Pandora
Card_ALCH24_name,Persephone
Card_ALCH25_name,Selene
Card_ALCH26_name,Thalia
Card_ALCH27_name,Urania
Card_ALCH28_name,Vesta
Card_NLCH02_name,Brisi
Card_NLCH05_name,Danu
Card_NLCH06_name,Donn
Card_NLCH07_name,Embarr
Card_NLCH08_name,Firewalker
Card_NLCH09_name,Fylgie
Card_NLCH10_name,Iduna
Card_NLCH11_name,Kelpie-Pooka
Card_NLCH13_name,Mjolnir
Card_NLCH15_name,Mystery
Card_NLCH16_name,Rauni
Card_NLCH17_name,Rhiannon
Card_NLCH18_name,Rimfaxe
Card_NLCH21_name,Sleipnir
Card_NLCH24_name,Thor
Card_NLCH25_name,Urd
Card_NLCH26_name,Viking
Card_B2CH05_name,Bosi
Card_B2CH08_name,Charlie
Card_B2CH11_name,Colour
Card_B2CH33_name,Mandalay
Card_B2CH36_name,Moonlight
Card_B2CH45_name,Saga
Card_B2CH51_name,Skipper
Card_B2CH52_name,Sokki
Card_B2CH53_name,Star
Card_B2CH56_name,Walter
Card_B2CH57_name,Yasmin
Card_B2CH02_name,Artemis
Card_B2CH03_name,Beauty
Card_B2CH04_name,Blackie
Card_B2CH12_name,Dynamo
Card_B2CH13_name,Eagle
Card_B2CH16_name,Flame
Card_B2CH19_name,Halloween
Card_B2CH20_name,Hercules
Card_B2CH21_name,Honey
Card_B2CH22_name,Jojo
Card_B2CH23_name,Jonathan
Card_B2CH24_name,King
Card_B2CH25_name,Kio
Card_B2CH28_name,Leonardo
Card_B2CH29_name,Lucas
Card_B2CH31_name,Luna
Card_B2CH38_name,Nanna
Card_B2CH39_name,Nikita
Card_B2CH42_name,Pedro
Card_B2CH44_name,Rose
Card_B2CH46_name,Santos
Card_B2CH47_name,Sarah
Card_B2CH49_name,Shakira
Card_B2CH58_name,Yellow
Card_B2CH18_name,Grey
Card_B2CH01_name,Alibi
Card_B2CH06_name,Cantaro
Card_B2CH07_name,Cascadeur
Card_B2CH14_name,Feng
Card_B2CH15_name,Filippa
Card_B2CH17_name,Friends
Card_B2CH26_name,Konfu
Card_B2CH27_name,Leonard
Card_B2CH30_name,Lucky Light
Card_B2CH32_name,Macon
Card_B2CH34_name,Ming
Card_B2CH35_name,Misty
Card_B2CH37_name,Mushu
Card_B2CH40_name,Ninja
Card_B2CH41_name,Peace
Card_B2CH43_name,Pink Lady
Card_B2CH48_name,Sasha
Card_B2CH50_name,Sheng
Card_B2CH54_name,Sung
Card_B2CH55_name,Tai
Card_B2CH09_name,Yung
Card_ALRE01_name,Aphrodite’s Gown
Card_ALRE02_name,Apollo’s Lyre
Card_ALRE03_name,Athena’s Chariot
Card_ALRE04_name,Mercury’s Boots
Card_ALRE05_name,Moonlight Tiara
Card_ALRE06_name,Olympic Statue
Card_ALRE07_name,Poseidon’s Trident
Card_ALRE08_name,Squirrel Sentinel
Card_ALRE09_name,Triton’s Horn
Card_ALRE10_name,Vulcan’s Horseshoes
Card_NLRE01_name,Antique Flowerpot
Card_NLRE02_name,Anvil & Hammer
Card_NLRE03_name,Horseshoe Water Fountain
Card_NLRE04_name,Lawn Gnome
Card_NLRE05_name,Lilac Gazebo
Card_NLRE06_name,Primrose Lamppost
Card_NLRE08_name,Shade Tree
Card_NLRE07_name,Weathervane
Card_NLRE09_name,Winged Horse Statue
Card_NLRE10_name,Wishing Well
Card_B2RE09_name,Blanket
Card_B2RE02_name,Halter
Card_B2RE04_name,Jodhpurs
Card_B2RE05_name,Jumping Saddle
